headshot,player_id,player,team,games,carries,rush_yards,rush_tds,yards_per_carry,epa,wpa,success_rate,first_downs,targets,receptions,rec_yards,rec_tds,yards_per_reception,yac,catch_rate,name_team,full_pos
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aaw4yacm6azisxqy273i",00-0037228,J.Warren,PIT,12,94,371,1,3.9468085106382977,-15.148328376593337,-0.03977282351130851,0.3404255319148936,20,36,28,225,0,8.035714285714286,241,0.7777777777777778,J.Warren (PIT),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bzdvrarxum9zate4te4b",00-0037248,J.Cook,BUF,13,178,828,13,4.651685393258427,6.085086345119635,0.09448619296421923,0.4044943820224719,40,35,29,232,1,8,230,0.8285714285714286,J.Cook (BUF),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/przphhlw0zga7b45qlyb",00-0037256,R.White,TB,13,138,573,3,4.1521739130434785,-18.6531308020393,0.2272528189778521,0.4420289855072464,30,50,44,339,6,7.704545454545454,448,0.88,R.White (TB),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kotnmiuvvfmfuupr0f82",00-0037258,D.Pierce,HOU,5,16,100,1,6.25,2.733794847270474,0.0039842850362433735,0.375,2,2,2,2,0,1,5,1,D.Pierce (HOU),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yosaj2anmqoujqrgzecd",00-0037263,T.Allgeier,ATL,13,119,553,3,4.647058823529412,-0.21497754379932266,-0.1935695176381823,0.453781512605042,35,10,10,62,0,6.2,64,1,T.Allgeier (ATL),Running Back
"https://static.www.nfl.com/image/private/f_auto,q_auto/league/djggmwo5v8osoboiseo2",00-0037267,J.Ford,CLE,12,91,451,2,4.956043956043956,-0.18033258986542933,0.027695124209229816,0.38461538461538464,21,39,32,186,0,5.8125,245,0.8205128205128205,J.Ford (CLE),Running Back
"https://static.www.nfl.com/image/private/f_auto,q_auto/league/map979dvuonzb8a6g13b",00-0037276,T.Chandler,MIN,9,53,175,0,3.30188679245283,-10.361079698117303,-0.15901398658752441,0.3584905660377358,8,7,6,42,0,7,53,0.8571428571428571,T.Chandler (MIN),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tixxelivpmdjeq2wjdo6",00-0037450,T.McAllister,LV,1,2,11,0,5.5,-0.016487878980115056,-0.016878098249435425,0.5,1,NA,NA,NA,NA,NA,NA,NA,T.McAllister (LV),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esocauqmcswp4jolgnom",00-0037509,S.McCormick,LV,4,40,183,0,4.575,-0.19696939532877877,0.024607226252555847,0.5,10,8,6,29,0,4.833333333333333,29,0.75,S.McCormick (LV),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ub1ub6sxuov1f1kux1v9",00-0037525,J.Mason,SF,12,160,789,3,4.93125,-11.141033111509376,-0.1462585131648999,0.39375,37,14,11,90,0,8.181818181818182,58,0.7857142857142857,J.Mason (SF),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xjumjdizgaw4gicg6gbb",00-0037557,R.Rivers,LA,3,10,51,0,5.1,4.781112950498937,0.10643856227397919,0.7,5,1,1,0,0,0,7,1,R.Rivers (LA),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dmy7xkb6lv63qou6qag7",00-0037594,J.Chestnut,TEN,5,17,74,0,4.352941176470588,-4.710166862150385,-0.005370192644477356,0.35294117647058826,1,2,2,11,0,5.5,14,1,J.Chestnut (TEN),Running Back
